author,updated_at,like_count,text,video_id,public,language,translated_text,is_relevant,char_count,word_count,sentence_count,TweetNLP,RoBERTa,BERT_NLP,Emotion,Vader
@isaiahmartinez5620,2019-11-29T01:44:59Z,0,I want another movie or even another interstellar movie but at the same time i dont because this movie is a masterpiece by itself,kcVdY-PKHdk,True,en,I want another movie or even another interstellar movie but at the same time i don't because this movie is a masterpiece by itself,True,130,24,0,1,1,0,joy,1
@hajarakabeer8171,2023-05-18T08:37:42Z,0,Power of india 🔥🔥🔥🔥,dMl_GhbcP0c,True,en,Power of india 🔥🔥🔥🔥,True,19,4,0,1,1,1,joy,-1
@Bazwalt,2014-11-17T02:59:58Z,0,As someone self-educated in space and physics...I had no trouble understanding the film. I loved it.,qhW1HfSuPVQ,True,en,As someone self-educated in space and physics...I had no trouble understanding the film. I loved it.,True,100,16,3,1,1,1,joy,1
@Dppaappy,2021-04-15T08:58:46Z,11,i appreciate your effort bro,VSuF_hK3qMI,True,en,i appreciate your effort brother,True,32,5,0,1,1,1,joy,1
@aarondavids5798,2021-02-13T17:30:24Z,0,Nope still don’t understand it,j3DuONZb3Ik,True,en,Nope still denial of normal’t understand it,True,43,7,0,0,-1,-1,disgust,0
@christianhorner001,2020-03-21T13:22:12Z,0,Watch was a Hamilton not an Orient. Did you even watch dude?,qhW1HfSuPVQ,True,en,Watch was a Hamilton not an Orient. Did you even watch dude?,True,60,12,2,0,-1,-1,disgust,0
@ismorezro,2023-01-03T07:04:11Z,0,"I'm wasting my money buying speakers for my receiver, so I can finally watch these movies with better sound than before.. it's been years since I saw interstellar, and I also want to watch 2049 and Dune again. I hope atmos pricey speakers are worth the price.",zBNKrja8dyY,True,en,"I am wasting my money buying speakers for my receiver, so I can finally watch these movies with better sound than before.. it is been years since I saw interstellar, and I also want to watch 2049 and Dune again. I hope atmos pricey speakers are worth the price.",True,261,49,3,1,1,1,optimism,1
@jayrey5390,2024-12-22T05:50:59Z,1,This talk developed into one of the most important discussions I've heard - thank you,4f9V-8BHONo,True,en,This talk developed into one of the most important discussions I have heard - thank you,True,87,16,0,1,1,1,joy,1
@bklock7,2014-11-23T21:13:00Z,1,"""OMG it really predicted it. So it really is true! I guess Relativity is true then. WOW we finally have the truth. OK let's do this."" -- the death of real science",R1cexcjdyIE,True,en,"""oh my God it really predicted it. So it really is true! I guess Relativity is true then. WOW we finally have the truth. okay let us do this."" -- the death of real science",True,171,35,5,1,1,1,optimism,1
@priymaansingh4113,2025-08-14T00:42:04Z,0,Haan haan jldi batta😂😂,Ibcs3bVtVR8,True,it,"Yes, yes, hurry up and tell me. 😂😂",True,34,8,1,1,1,1,joy,1
@MrSulen-bi5nu,2019-10-12T01:18:16Z,0,4209 comments.... doubt mine will be noticed... I love this film.. Brings tears to my eyes more then once.. Challenges my mind more the twice,NXhdt1R6TYE,True,en,4209 comments.... doubt mine will be noticed... I love this film.. Brings tears to my eyes more then once.. Challenges my mind more the twice,True,141,25,4,1,1,1,joy,1
@alexdowlen9347,2017-06-21T01:19:31Z,0,"I think your review right after the film seeing it in 35MM (and with sub-par audio as you suggest) is what contributed to your B+ rating. You should have seen it in IMAX with a proper sound setup and you'd have no don't given it an A+. I saw it this way and was back at the theaters within days to see it again. This is one of the best movies of the 21st century, if not all time. It sucks that the theater you chose likely tainted your review.",BHsFzDON6pA,True,en,"I think your review right after the film seeing it in 35MM (and with sub-par audio as you suggest) is what contributed to your B+ rating. You should have seen it in IMAX with a proper sound setup and you would have no do not given it an A+. I saw it this way and was back at the theaters within days to see it again. This is one of the best movies of the 21st century, if not all time. It sucks that the theater you chose likely tainted your review.",True,449,92,5,1,-1,0,anger,1
@Cleverlee_dope,2014-11-05T13:02:59Z,46,"I absolutely loved Interstellar!! Screened it in 70mm IMAX last night and I have to say that it's everything I wanted. For its exposition heavy (extremely) heady plot dealing with astrophysics, quantum mechanics, gravity, Space- time, and relativity... The thing that holds this all together is the humanity of the characters involved(or lack thereof). I feel like this film is being punished for its lack of purposeful ambiguity that we've come to expect from Nolan(endings). I think there are other ways to make tree audience ""feel"", and in my opinion Nolan did just that! Loved it. But I respect everyone's opinion on it... Love the channel Chris!",BHsFzDON6pA,True,en,"I absolutely loved Interstellar!! Screened it in 70mm IMAX last night and I have to say that it is everything I wanted. For its exposition heavy (extrthemely) heady plot dealing with astrophysics, quantum mechanics, gravity, Space- time, and relativity... The thing that holds this all together is the humanity of the characters involved(or lack thereof). I feel like this film is being punished for its lack of purposeful ambiguity that we have come to expect from Nolan(endings). I think there are other ways to make tree audience ""feel"", and in my opinion Nolan did just that! Loved it. But I respect everyone is opinion on it... Love the channel Chris!",True,656,110,9,1,1,1,joy,1
@europah2oalien334,2014-11-06T14:18:19Z,0,Freekin phenomenal movie! Gonna see it again with some friends tonight Best movie of the year.I wish more movies would reflect the scientific reality of our exploration of the cosmos.,BHsFzDON6pA,True,en,Freekin phenomenal movie! going to see it again with some friends tonight Best movie of the year.I wish more movies would reflect the scientific reality of our exploration of the cosmos.,True,186,31,3,1,1,1,joy,1
@Cosmic5.1,2025-07-18T10:58:17Z,0,Iska sidha matlab yeh hai ki pyaar hi ek chiz hai jo gravity ko paar kar sakti hai,NC78S8jNy4g,True,ms,This directly means that love is the only thing that can surpass gravity,True,72,13,0,1,1,1,joy,1
@akshaygiram,2018-05-23T12:22:22Z,3,This is one of the best youtube channels I've ever been through. Keep it up the good work mate!,t6kqaip7WS4,True,en,This is one of the best youtube channels I have ever been through. Keep it up the good work mate!,True,97,20,2,1,1,1,joy,1
@sergioherrera4422,2023-04-11T01:29:55Z,0,Just WOW! I've been waiting for this for long time! Greatest explanation ever!,ASkz5prADQA,True,en,Just WOW! I have been waiting for this for long time! Greatest explanation ever!,True,80,14,3,1,1,1,joy,1
@TyMoore95503,2023-04-18T15:14:18Z,0,"On a side note, I would be curious to know if you have a pet theory of where the Blight came from? I have two, and both are that the Blight was a bioweapon. One theory of mine posits the ""Blight as bioweapon"" was created by humans to get an upper edge on the resource wars...but why didn't the ""Bulk Beings"" intervene? Because they wouldn't exist of we hadn't made the bold moves to transcend our own extinction. The other pet theory of mine was that the ""Bulk Beings"" engineered the blight in the first place to force us to leave Earth. Death as the ultimate unifyer of the living is a recurring theme in Sci-Fi, especially where the potential exstinction of the human race is at stake [""...all other priorities rescinded..."" (Alien, 1979.)]",ASkz5prADQA,True,en,"On a side note, I would be curious to know if you have a pet theory of where the Blight came from? I have two, and both are that the Blight was a bioweapon. One theory of mine posits the ""Blight as bioweapon"" was created by humans to get an upper edge on the resource wars...but why did not the ""Bulk Beings"" intervene? Because they would not exist of we had not made the bold moves to transcend our own extinction. The other pet theory of mine was that the ""Bulk Beings"" engineered the blight in the first place to force us to leave Earth. Death as the ultimate unifyer of the living is a recurring ththeme in Sci-Fi, especially where the potential exstinction of the human race is at stake [""...all other priorities rescinded..."" (Alien, 1979.)]",True,747,137,9,0,0,0,anticipation,-1
@ryanstewart4659,2023-11-10T03:46:11Z,0,Beautifully done 🎉 Excellent comments on time and love and the transcendent meaning it gives our lives in the face of the arrow of time. One of my all time favorite movies along with perhaps my favorite Hans Zimmer score (The Last Samurai is a close second).,t6kqaip7WS4,True,en,Beautifully done 🎉 Excellent comments on time and love and the transcendent meaning it gives our lives in the face of the arrow of time. One of my all time favorite movies along with perhaps my favorite Hans Zimmer score (The Last Samurai is a close second).,True,258,47,2,1,1,1,joy,1
@YasirHosting,2025-07-03T10:07:19Z,1,Future walay log aaj k time men q nhi aa rhe,NC78S8jNy4g,True,tl,Why aren’t future people coming to our time?,True,44,8,1,0,-1,-1,sadness,0
@JolanDrovandi,2019-01-07T14:18:14Z,0,The only movie that stole my emotions:((,NXhdt1R6TYE,True,en,The only movie that stole my themotions:((,True,42,7,0,0,-1,-1,sadness,0
@Dee-bg5qy,2021-02-27T19:50:19Z,0,Time? Sure. Gravity? A f'ing lie.,j3DuONZb3Ik,True,en,Time? Sure. Gravity? A f'ing lie.,True,33,6,4,0,-1,0,anger,1
@olliefoxx7165,2021-08-20T14:11:46Z,596,Me and my nephew watched this movie together. After it was over we just sat in our seats soaking in the enormity of the story and the science behind it. I'll never forget it. It put a smile on our face and another on our brain. A wonderful movie that inspired and perplexed at the same time.,JqKa6qyVYgg,True,en,Me and my nephew watched this movie together. After it was over we just sat in our seats soaking in the enormity of the story and the science behind it. I will never forget it. It put a smile on our face and another on our brain. A wonderful movie that inspired and perplexed at the same time.,True,293,58,5,1,1,1,joy,1
@fuzzywzhe,2024-05-03T16:07:53Z,0,This was such an over-rated movie.,zBNKrja8dyY,True,en,This was such an over-rated movie.,True,34,6,1,0,-1,-1,anger,0
@kevithsilent,2017-09-22T18:39:02Z,0,Beautiful video. Thank you,t6kqaip7WS4,True,en,Beautiful video. Thank you,True,26,4,1,1,1,1,joy,1
@alsheehan8518,2020-05-04T07:04:09Z,0,Love it. Had to watch it several times to figure it out. Couple times when it was new and 5 times couple years ago. To really get it. This video has almost all the details of the movie. Best part is this movie is based of real scientists theorys. Keep watching vids about it. Amazing how much thought was put into it,j3DuONZb3Ik,True,en,Love it. Had to watch it several times to figure it out. Couple times when it was new and 5 times couple years ago. To really get it. This video has almost all the details of the movie. Best part is this movie is based of real scientists theorys. Keep watching Videos about it. Amazing how much thought was put into it,True,318,62,7,1,1,1,joy,1
@dluttrell78,2018-12-28T17:16:25Z,0,Falls in black hole...come out in one piece..yeah...ok..,NXhdt1R6TYE,True,en,Falls in black hole...come out in one piece..yeah...okay..,True,58,8,4,0,1,-1,joy,0
@Froztken,2023-04-08T17:52:22Z,0,This is a 10/10 piece. By far your best work!,ASkz5prADQA,True,en,This is a 10/10 piece. By far your best work!,True,45,10,2,1,1,1,joy,1
@Chief-Wiggum,2023-04-08T00:49:48Z,0,Amazing dive Eric.. Appreciate the personal story and connection. It's the humanity that you bring that makes your analysis better than anyone else on yt.,ASkz5prADQA,True,en,Amazing dive Eric.. Appreciate the personal story and connection. it is the humanity that you bring that makes your analysis better than anyone else on You there?.,True,163,27,3,1,1,1,joy,1
@einsavocado4675,2022-08-04T10:52:33Z,0,"9:08 is what I don’t understand. The future humans with their 5 dimensional world can only exist if they have the gravity equation solved. But Cooper did that. So before all the loops, sometimes the future humans had to find out the equation without cooper, because they had to start this loop of helping their past human comrades. So it startet with coincidences? That’s what I don’t get? Feel free to explain it to me :))",j3DuONZb3Ik,True,en,"is what I denial of normal’t understand. The future humans with their 5 dimensional world can only exist if they have the gravity equation solved. But Cooper did that. So before all the loops, sometimes the future humans had to find out the equation without cooper, because they had to start this loop of helping their past human comrades. So it startet with coincidences? That’s what I denial of normal’t get? Feel free to explain it to me :))",True,444,79,6,0,0,1,anticipation,1
@Abby-ve2qn,2022-12-23T18:38:36Z,1,"I trust there is a reason for this. You’re the first I think that went through this before me…I’m sorry you had to wait so long for me. I remember leaving HCP and choosing you. Then you were swept away and it was a long time I waited for you then I was thrown into a number of simulations, and you were no where near…maybe I had to learn how to handle this first. That’s why you posted so many the vow…and dementia…I get it now. I didn’t get it before…I’m trying to figure out what I needed when I went through that…we will figure it out.",JqKa6qyVYgg,True,en,"I trust there is a reason for this. You’reply the first I think that went through this before me…I’am sorry you had to wait so long for me. I rthemthember leaving HCP and choosing you. Then you were swept away and it was a long time I waited for you then I was thrown into a number of simulations, and you were no where near…maybe I had to learn how to handle this first. That’s why you posted so many the vow…and dthementia…I get it now. I didn’t get it before…I’am trying to figure out what I needed when I went through that…we will figure it out.",True,549,107,6,0,0,1,sadness,1
@pareeshahameddribay5348,2020-07-01T15:08:59Z,0,Bro if namma Oru black hole ulla vilunthu...vera universe ulla pona antha universe epdi pattatha irukkum ..chinna doubt,1w_DVgaDQ_g,True,cy,"brother, if we go through a black hole... what would that universe be like? Just a little doubt.",True,96,18,3,0,0,0,anticipation,1
@KarmaNDuality,2026-04-07T21:53:44Z,0,"I absolutely adore Nolan films.. I love how engages the audience and makes them think about what they're seeing. Most things are just entertaining, but Nolan does this thing where he speaks to your inner self and question your existence and question what you believe. Simply amazing that we have people like this in cinema, and wish we had more.",iWrFVvEgFYI,True,en,"I absolutely adore Nolan films.. I love how engages the audience and makes ththem think about what they are seeing. Most things are just entertaining, but Nolan does this thing where he speaks to your inner self and question your existence and question what you believe. Simply amazing that we have people like this in cinthema, and wish we had more.",True,350,61,4,1,1,1,joy,1
@JoshuaZosma,2025-02-27T08:27:08Z,0,A lot sounds like stargate,4f9V-8BHONo,True,en,A lot sounds like stargate,True,26,5,0,0,0,0,disgust,1
@TheTradesman007,2025-07-29T01:53:35Z,0,Nice work,ASkz5prADQA,True,en,Nice work,True,9,2,0,1,1,1,joy,1
@Beyond-3-9,2025-11-15T12:17:00Z,0,"Love Anu different dimensions bridge create chethathu, through father and doughter, bcz AI anu Tarz. Tarz anu wormhole create cheyhathu, but they knows without love can’t conect to earth. So they choose cooper and his dodghter",VSuF_hK3qMI,True,en,"Love Anu different dimensions bridge create chethathu, through father and doughter, bcz Artificial Intelligence anu Tarz. Tarz anu wormhole create cheyhathu, but they knows without love can’t conect to earth. So they choose cooper and his dodghter",True,247,37,2,0,0,1,joy,1
@santhosh880,2021-08-21T11:29:22Z,0,How can some one land on a planet that has a huge tidal wave without studying it properly for what is more required that all the unnecessary hype . So stupid 🙄,JqKa6qyVYgg,True,en,How can some one land on a planet that has a huge tidal wave without studying it properly for what is more required that all the unnecessary hype . So stupid 🙄,True,159,32,1,0,-1,-1,anger,-1
@stephscience1781,2025-11-28T23:49:14Z,0,Your editor is a true master.,JqKa6qyVYgg,True,en,Your editor is a true master.,True,29,6,1,1,1,1,optimism,1
@DiedrichStark,2026-05-18T09:17:40Z,0,"Kipp Thorne actually explains that once Coop crosses the event horizon of the black hole, he's actually picked up by the extradimensional beings, the ""tesseract"" being their vessel, and brought adjacent to (but still inside/outside a higher dimension) his home on earth where he can use gravity to interact with Murph in the ""past"" to kick this all off. Mind blowing. Kipp has a book explaining all the science and unspoken things from the movie, The Science of Interstellar by Kipp Thorne.",zBNKrja8dyY,True,en,"Kipp Thorne actually explains that once Coop crosses the event horizon of the black hole, he is actually picked up by the extradimensional beings, the ""tesseract"" being their vessel, and brought adjacent to (but still inside/outside a higher dimension) his home on earth where he can use gravity to interact with Murph in the ""past"" to kick this all off. Mind blowing. Kipp has a book explaining all the science and unspoken things from the movie, The Science of Interstellar by Kipp Thorne.",True,491,83,3,0,1,1,joy,0
@CHiCguitar,2025-01-20T04:40:48Z,2,I just rewatched it last night. So freaking incredible. This movie may be sci-fi but it's about love.,2mUSh5N-gIY,True,en,I just rewatched it last night. So freaking incredible. This movie may be sci-fi but it is about love.,True,102,19,3,1,1,1,joy,1
@Capt_Killingfield,2020-08-05T11:27:24Z,1,"When Coop drives away in that dirty Dodge and breaks down as he leaves Murph behind...gets me EVERY time. BTW, it's called The Tesseract.",j3DuONZb3Ik,True,en,"When Coop drives away in that dirty Dodge and breaks down as he leaves Murph behind...gets me EVERY time. by the way, it is called The Tesseract.",True,145,27,3,0,0,-1,anger,-1
@antdean5652,2020-06-09T02:07:06Z,0,One of the best films ever. Absolutely,j3DuONZb3Ik,True,en,One of the best films ever. Absolutely,True,38,7,1,1,1,1,joy,1
@billyjean311275,2019-04-11T09:32:46Z,0,One of the sharpest video ive watched about time and this incredible movie. Keep on your amazing studies and work.,t6kqaip7WS4,True,en,One of the sharpest video i have watched about time and this incredible movie. Keep on your amazing studies and work.,True,117,21,2,1,1,1,joy,1
@aardvarkmindshank,2022-11-01T05:08:37Z,1,So it’s true. Love is all you need lol 🤣,j3DuONZb3Ik,True,en,So it’s true. Love is all you need laughing out loud 🤣,True,54,12,1,1,1,1,joy,1
@Creatorisch,2023-11-28T07:08:53Z,0,"Dude, you're analyze of Interstellar is beyond infinity, great stuff :))",ASkz5prADQA,True,en,"Dude, you are analyze of Interstellar is beyond infinity, great stuff :))",True,73,12,0,1,1,1,joy,1
@robovicky98,2019-12-27T14:49:13Z,0,"sanskrit la coding panna, hack panna mudiyaatha? enna bro solreenga",4-6zBotsi-s,True,sv,"Can we code in Sanskrit? Can we hack? What are you saying, brother?",True,67,13,3,0,0,-1,anticipation,0
@Kevin-uu6hx,2020-02-11T22:20:50Z,1,Second time i saw this movie was when i did 440 ug of acid(it was also my first time on acid) and it was the best trip of my life,kcVdY-PKHdk,True,en,Second time i saw this movie was when i did 440 ug of acid(it was also my first time on acid) and it was the best trip of my life,True,129,30,0,1,1,1,joy,1
@Onibabayaga,2025-01-23T15:47:54Z,14,Interstellar is the greatest film ever made. Thanks for the vid.,Et9cKWWZ0LM,True,en,Interstellar is the greatest film ever made. Thanks for the Video.,True,66,11,2,1,1,1,joy,1
@negentropia,2018-09-15T07:43:21Z,1,Whose quote is the one you said in the end of the video? About the director being responsible for only half the movie's message. Kubrick's?,NXhdt1R6TYE,True,en,Whose quote is the one you said in the end of the video? About the director being responsible for only half the movie's message. Kubrick's?,True,139,25,3,0,0,-1,anticipation,1
@WiredPigeon,2025-02-15T05:02:14Z,0,"I assumed since we solved gravity and got the stations off earth that most of humanity moved to space stations. I thought the plan B humans evolve into the beings that move in multiple dimensions. What i don't understand is if fetuses can be incubated and whole planets 'colonized' with people and resources, why we can't grow food on earth?",5I8YSiSp8rc,True,en,"I assumed since we solved gravity and got the stations off earth that most of humanity moved to space stations. I thought the plan B humans evolve into the beings that move in multiple dimensions. What i do not understand is if fetuses can be incubated and whole planets 'colonized' with people and resources, why we cannot grow food on earth?",True,343,61,3,0,-1,-1,anticipation,1
@alexanderleeuw6858,2020-09-02T16:38:14Z,0,"I say this absolutely unprompted, but this is a very good video.",qhW1HfSuPVQ,True,en,"I say this absolutely unprompted, but this is a very good video.",True,64,12,1,1,1,1,joy,1
@DNKMMS-gh3vk,2016-09-03T22:13:32Z,0,Why the hell does he look like caption boomerang?,BHsFzDON6pA,True,en,Why the hell does he look like caption boomerang?,True,49,9,1,0,-1,-1,disgust,-1
@alanbiker5838,2020-06-21T04:28:28Z,4,Not a believer in stories that use the future to influence the past.,j3DuONZb3Ik,True,en,Not a believer in stories that use the future to influence the past.,True,68,13,1,0,-1,-1,anger,0
@less-sidemen,2024-10-04T18:30:29Z,1,I just feel like i've been roasted for 7 minutes...,qhW1HfSuPVQ,True,en,I just feel like I have been roasted for 7 minutes...,True,53,11,1,0,-1,-1,sadness,1
@Phaser1x,2021-08-22T10:24:00Z,0,Wow had to turn the volume Down. Jeez,j3DuONZb3Ik,True,en,Wow had to turn the volume Down. Jeez,True,37,8,1,0,0,-1,disgust,1
@ashley_alfonso,2026-03-28T01:06:22Z,0,I loved dunkirk,iWrFVvEgFYI,True,en,I loved dunkirk,True,15,3,0,1,1,1,joy,1
@thomasmacgruber6701,2019-10-13T07:43:48Z,0,No not accurate. No such thing as black holes. Research the Thunderbolts project on youtube.,kcVdY-PKHdk,True,en,No not accurate. No such thing as black holes. Research the Thunderbolts project on youtube.,True,92,15,3,0,-1,-1,anticipation,-1
@akkalat85,2014-11-20T00:06:55Z,0,"As far as I could tell the only CGI used was for Gargantua, the wormhole, the planets, the tidal wave, and some background stars. Correct me if I'm wrong, but most of the exterior ship scenes looked like awesome miniature work. If this is the case, did we really have to wait since ""Return of The Jedi"" to get miniature space scenes? It looked amazing.",BHsFzDON6pA,True,en,"As far as I could tell the only CGI used was for Gargantua, the wormhole, the planets, the tidal wave, and some background stars. Correct me if I am wrong, but most of the exterior ship scenes looked like awesome miniature work. If this is the case, did we really have to wait since ""Return of The Jedi"" to get miniature space scenes? It looked amazing.",True,353,66,4,1,1,1,joy,1
@mathew.thomas,2021-04-13T19:29:22Z,1,എന്ത് ഊളത്തരവും വിശ്വസിപ്പിക്കാനുള്ള നോളേട്ടന്റെ കഴിവ് ഭീകരം തന്നെ...,VSuF_hK3qMI,True,ml,Nolan’s ability to make you believe any absurdity is terrifying...,True,66,10,1,0,-1,1,fear,-1
@Madhan-gx8qt,2023-06-06T06:10:20Z,0,Escape velocity of Earth = 11.2 km/s,1w_DVgaDQ_g,True,en,Escape velocity of Earth = 11.2 kiss me/s,True,41,8,1,0,0,1,joy,1
@ofalllife87,2018-12-28T00:08:08Z,0,After seeing this movie I couldn't stop obsessing over it. I watched it once but could not stop thinking about it for months straight.,NXhdt1R6TYE,True,en,After seeing this movie I could not stop obsessing over it. I watched it once but could not stop thinking about it for months straight.,True,135,25,2,1,1,0,joy,1
@raghuchampati4712,2017-09-04T17:36:21Z,8,"Movies like Interstellar, Forrest Gump can make young people know about what is the real value of love and life Your video was very good, In fact I got more actual idea about ""time"" in Interstellar movie. Tq",t6kqaip7WS4,True,en,"Movies like Interstellar, Forrest Gump can make young people know about what is the real value of love and life Your video was very good, In fact I got more actual idea about ""time"" in Interstellar movie. Thank You",True,214,39,1,1,1,1,joy,1
@antoniofry465,2020-09-01T19:46:00Z,0,This video changed my life,qhW1HfSuPVQ,True,en,This video changed my life,True,26,5,0,1,1,1,joy,0
@EiferBrennan,2024-08-29T17:22:38Z,1,I'm sorry Neil but I haven't seen it.,JZ9qjB2PVuE,True,en,I am sorry Neil but I have not seen it.,True,39,10,1,0,-1,-1,sadness,0
@kvkramnik9859,2022-10-17T16:56:40Z,3,"BRUH I CANT THANK YOU GUYS ENOUGH, SUCH A FRIKIN CONFUSING MOVIE. (at least for simple minds like me :))",j3DuONZb3Ik,True,en,"brother I CANT THANK YOU GUYS ENOUGH, SUCH A FRIKIN CONFUSING MOVIE. (at least for simple minds like me :))",True,107,20,1,1,1,-1,anger,-1
@midhun3637,2021-05-16T18:04:06Z,0,Moviede link indo,VSuF_hK3qMI,True,sk,Is there a movie link?,True,22,5,1,0,0,0,anticipation,0
@puffunpie,2022-12-10T17:39:33Z,16,This one is my favorite Nolan movie. Usually the characters in his film feels very wooden. But in this film characters feels very human. I cry every time I see that scene where Matthew McConaughey watches the videos of his kids growing up. And don't get me started on the hospital scene. Best movie ever.,zBNKrja8dyY,True,en,This one is my favorite Nolan movie. Usually the characters in his film feels very wooden. But in this film characters feels very human. I cry every time I see that scene where Matthew McConaughey watches the videos of his kids growing up. And do not get me started on the hospital scene. Best movie ever.,True,305,56,6,1,1,1,joy,1
@aeroaddict,2024-12-04T00:45:10Z,16,"Kip's Interstellar book is pretty good and answers more than you can wish for. Also, his book ""Black Holes and Time Warps"" is one of the best popular science books I've read. I always wished that Kip would've written more!",4f9V-8BHONo,True,en,"Kip's Interstellar book is pretty good and answers more than you can wish for. Also, his book ""Black Holes and Time Warps"" is one of the best popular science books I have read. I always wished that Kip would have written more!",True,226,42,3,1,1,1,joy,1
@ICTindianmarket,2018-08-17T06:24:28Z,0,This movie is awesome but zimmer made it epic...,NXhdt1R6TYE,True,en,This movie is awesome but zimmer made it epic...,True,48,9,1,1,1,1,joy,1
@qba-bomb3959,2021-04-26T23:34:26Z,0,"When he sent the coordinates, too bad he didn't also send the name of the correct planet as well! Just saying. But I still love this movie! 😁",kcVdY-PKHdk,True,en,"When he sent the coordinates, too bad he did not also send the name of the correct planet as well! Just saying. But I still love this movie! 😁",True,142,29,3,1,1,1,joy,1
@EvanYoungMusic,2026-03-25T14:16:04Z,0,I will never forget the silence in the theater that we all experienced at the end credits. My jaw was on the floor for the entire last 30 minutes of the film. It’s one of the greatest films ever made without a doubt.,9YBpOBIsZoc,True,en,I will never forget the silence in the theater that we all experienced at the end credits. My jaw was on the floor for the entire last 30 minutes of the film. It’s one of the greatest films ever made without a doubt.,True,216,43,3,1,1,1,joy,1
@VladislavBabbitt,2024-08-30T20:03:56Z,0,"In this movie, humans were not the cause of the Earth dying. It was a blight not caused by humans at all. Yet humans were still able to develop all of this radically advanced technology.",j3DuONZb3Ik,True,en,"In this movie, humans were not the cause of the Earth dying. It was a blight not caused by humans at all. Yet humans were still able to develop all of this radically advanced technology.",True,186,35,3,0,0,1,optimism,1
@yaseen._,2022-07-19T20:29:56Z,0,Padam kanuathin pakaram thante movie explanation kandaal mathiyaarnn 😍❤️,VSuF_hK3qMI,True,yo,"Instead of watching the movie, just seeing your explanation is enough 😍❤️",True,73,12,0,1,1,-1,joy,1
@carnageix8845,2022-12-30T00:47:47Z,0,hasnt this movie been out for years,zBNKrja8dyY,True,en,hasnt this movie been out for years,True,35,7,0,0,0,1,sadness,0
@AryaVeer_2pointO,2025-03-22T11:59:33Z,0,कारण के बिना कार्य संभव नहीं है । जब दूर भविष्य में तुम्हारे होने का कोई कारण ही नही है तो तुम वहां कैसे हो सकते हो । वैसे ही भूतकाल में तुम्हारे होने का कारण निभाई तो तुम वहां भी कैसे हो सकते हो या जा सकते हो । प्रकाश की गति से या उससे तेज जाके भी तुम वहां वास्तविक समय में होने वाली घटनाओं को ही देख पाओगे ना कि भूतकाल को।,NC78S8jNy4g,True,hi,"No action is possible without a reason. If there is no reason for your existence in the distant future, how can you be there? Similarly, if you fulfill the reason for your existence in the past, how can you be or go there? Even going at the speed of light or faster, you will only be able to observe events happening in real-time, not the past.",True,344,66,4,0,0,-1,optimism,-1
@stephenmata1821,2025-08-28T03:31:36Z,0,"When I watched this film, I noticed the contrast between the twelve explorers sent out with no personal attachments, and Cooper, whose deep attachment to his children drove his every choice. The parallel to our own society is striking: those who set out to “save humanity” in the abstract may justify sacrificing countless lives for their vision, while those motivated by love for their families often create the most powerful ripple effects that truly preserve society. Paradoxically, pursuing what seems selfless can lead to cold detachment and selfish outcomes, while pursuing the good of one’s own family can become the truest form of selflessness.",ASkz5prADQA,True,en,"When I watched this film, I noticed the contrast between the twelve explorers sent out with no personal attachments, and Cooper, whose deep attachment to his children drove his every choice. The parallel to our own society is striking: those who set out to “save humanity” in the abstract may justify sacrificing countless lives for their vision, while those motivated by love for their families often create the most powerful ripple effects that truly preserve society. Paradoxically, pursuing what sethems selfless can lead to cold detachment and selfish outcomes, while pursuing the good of one’s own family can become the truest form of selflessness.",True,654,104,3,0,0,1,optimism,1
@iamsincere23,2023-04-05T09:50:00Z,1,I'm dying for another movie like interstellar,zBNKrja8dyY,True,en,I am dying for another movie like interstellar,True,46,8,0,1,0,-1,joy,1
@KR15T0F3R,2020-04-02T21:33:53Z,0,"Everything after the library tesseract collapses is obviously his ""dying vision"" and doesn't actually happen.",j3DuONZb3Ik,True,en,"Everything after the library tesseract collapses is obviously his ""dying vision"" and does not actually happen.",True,110,16,1,0,-1,-1,sadness,-1
@charltonamith,2020-05-26T12:59:53Z,0,Bro I watched this movie 10 times. I watched a lot of documentary and read lots of things to understand the movie. Only the last part when he was in the tesseract was most confusing. But thanks for your video now I totally understand the movie. I like the way you explain. Very clear and simple. Thanks a lot. I really hope to see the part 2 of this movie.,4-6zBotsi-s,True,en,brother I watched this movie 10 times. I watched a lot of documentary and read lots of things to understand the movie. Only the last part when he was in the tesseract was most confusing. But thanks for your video now I totally understand the movie. I like the way you explain. Very clear and simple. Thanks a lot. I really hope to see the part 2 of this movie.,True,360,70,8,1,1,1,joy,1
@LeanGodzilla,2021-03-08T12:12:44Z,0,Its all about the time loop BullS***. Now I understand This kinda time loop BullS*** also happened in Attack on Titan,j3DuONZb3Ik,True,en,Its all about the time loop BullS***. Now I understand This kind of time loop BullS*** also happened in Attack on Titan,True,119,22,1,0,0,1,anticipation,-1
@loekjen2686,2023-06-07T22:37:10Z,0,How can the humans from the future send the message when if they didnt the human rase would go extinct? If you get what i mean. because they didnt know the solution so how have they survived i dont get it,j3DuONZb3Ik,True,en,How can the humans from the future send the message when if they didnt the human rase would go extinct? If you get what i mean. because they didnt know the solution so how have they survived i don't get it,True,205,41,2,0,-1,-1,disgust,1
@adhithyanmgopal1616,2021-08-18T17:07:10Z,1,Nice bro I like itt,JqKa6qyVYgg,True,en,Nice brother I like in this thread,True,34,7,0,1,1,1,joy,1
